'2019-01-01', 2
'2019-01-02', 7
'2019-01-03', 6
'2019-01-04', 9
'2019-01-05', 20
'2019-01-06', 13
'2019-01-07', 23
'2019-01-08', 18
'2019-01-09', 30
'2019-01-10', 14
'2019-01-11', 9
'2019-01-12', 11
'2019-01-13', 13
'2019-01-14', 12
'2019-01-15', 14
'2019-01-16', 7
'2019-01-17', 8
'2019-01-18', 17
'2019-01-19', 20
'2019-01-20', 18
'2019-01-21', 17
'2019-01-22', 10
'2019-01-23', 10
'2019-01-24', 9
'2019-01-25', 2
'2019-01-26', 17
'2019-01-27', 11
'2019-01-28', 11
'2019-01-29', 11
'2019-01-30', 4
'2019-01-31', 191
'2019-02-01', 21
'2019-02-02', 11
'2019-02-03', 4
'2019-02-04', 8
'2019-02-05', 3
'2019-02-06', 7
'2019-02-07', 5
'2019-02-08', 4
'2019-02-09', 10
'2019-02-10', 12
'2019-02-11', 7
'2019-02-12', 13
'2019-02-13', 25
'2019-02-14', 6
'2019-02-15', 8
'2019-02-16', 7
'2019-02-17', 8
'2019-02-18', 9
'2019-02-19', 8
'2019-02-20', 6
'2019-02-21', 13
'2019-02-22', 13
'2019-02-23', 89
'2019-02-24', 10
'2019-02-25', 2
'2019-02-26', 16
'2019-02-27', 12
'2019-02-28', 7
'2019-03-01', 38
'2019-03-02', 25
'2019-03-03', 18
'2019-03-04', 23
'2019-03-05', 32
'2019-03-06', 15
'2019-03-07', 29
'2019-03-08', 11
'2019-03-09', 18
'2019-03-10', 26
'2019-03-11', 30
'2019-03-12', 30
'2019-03-13', 13
'2019-03-14', 19
'2019-03-15', 7
'2019-03-16', 4
'2019-03-17', 3
'2019-03-18', 1
'2019-03-19', 7
'2019-03-20', 21
'2019-03-21', 16
'2019-03-22', 20
'2019-03-23', 5
'2019-03-24', 13
'2019-03-25', 14
'2019-03-26', 14
'2019-03-27', 23
'2019-03-28', 23
'2019-03-29', 13
'2019-03-30', 4
'2019-03-31', 17
'2019-04-01', 8
'2019-04-02', 5
'2019-04-03', 6
'2019-04-04', 12
'2019-04-05', 9
'2019-04-06', 12
'2019-04-07', 5
'2019-04-08', 4
'2019-04-09', 10
'2019-04-10', 15
'2019-04-11', 13
'2019-04-12', 10
'2019-04-13', 6
'2019-04-14', 7
'2019-04-15', 6
'2019-04-16', 4
'2019-04-17', 8
'2019-04-18', 12
'2019-04-19', 5
'2019-04-20', 7
'2019-04-21', 5
'2019-04-22', 6
'2019-04-23', 6
'2019-04-24', 8
'2019-04-25', 6
'2019-04-26', 14
'2019-04-27', 4
'2019-04-28', 8
'2019-04-29', 233
'2019-04-30', 8
'2019-05-01', 10
'2019-05-02', 5
'2019-05-03', 6
'2019-05-04', 15
'2019-05-05', 10
'2019-05-06', 14
'2019-05-07', 4
'2019-05-08', 4
'2019-05-09', 4
'2019-05-10', 9
'2019-05-11', 2
'2019-05-12', 5
'2019-05-13', 11
'2019-05-14', 21
'2019-05-15', 9
'2019-05-16', 7
'2019-05-17', 22
'2019-05-18', 20
'2019-05-19', 3
'2019-05-20', 12
'2019-05-21', 9
'2019-05-22', 7
'2019-05-23', 9
'2019-05-24', 7
'2019-05-25', 11
'2019-05-26', 8
'2019-05-27', 5
'2019-05-28', 17
'2019-05-29', 10
'2019-05-30', 5
'2019-05-31', 2
'2019-06-01', 7
'2019-06-02', 6
'2019-06-03', 8
'2019-06-04', 8
'2019-06-05', 6
'2019-06-06', 2
'2019-06-07', 22
'2019-06-08', 26
'2019-06-09', 6
'2019-06-10', 6
'2019-06-11', 10
'2019-06-12', 12
'2019-06-13', 11
'2019-06-14', 9
'2019-06-15', 10
'2019-06-16', 2
'2019-06-17', 6
'2019-06-18', 23
'2019-06-19', 11
'2019-06-20', 15
'2019-06-21', 4
'2019-06-22', 9
'2019-06-23', 3
'2019-06-24', 4
'2019-06-25', 2
'2019-06-26', 4
'2019-06-27', 50
'2019-06-28', 13
'2019-06-29', 8
'2019-06-30', 15
'2019-07-01', 6
'2019-07-02', 6
'2019-07-03', 5
'2019-07-04', 5
'2019-07-05', 3
'2019-07-06', 5
'2019-07-07', 5
'2019-07-08', 3
'2019-07-09', 3
'2019-07-10', 5
'2019-07-11', 4
'2019-07-12', 5
'2019-07-13', 10
'2019-07-14', 2
'2019-07-15', 14
'2019-07-16', 13
'2019-07-17', 47
'2019-07-18', 15
'2019-07-19', 10
'2019-07-20', 12
'2019-07-21', 6
'2019-07-22', 5
'2019-07-23', 13
'2019-07-24', 26
'2019-07-25', 22
'2019-07-26', 25
'2019-07-27', 1
'2019-07-28', 10
'2019-07-29', 5
'2019-07-30', 9
'2019-07-31', 3
'2019-08-01', 8
'2019-08-02', 5
'2019-08-03', 4
'2019-08-04', 5
'2019-08-05', 4
'2019-08-06', 31
'2019-08-07', 25
'2019-08-08', 6
'2019-08-09', 4
'2019-08-10', 6
'2019-08-11', 5
'2019-08-12', 10
'2019-08-13', 5
'2019-08-14', 11
'2019-08-15', 4
'2019-08-16', 7
'2019-08-17', 8
'2019-08-18', 1
'2019-08-19', 0
'2019-08-20', 1
'2019-08-21', 3
'2019-08-22', 3
'2019-08-23', 3
'2019-08-24', 4
'2019-08-25', 2
'2019-08-26', 2
'2019-08-27', 8
'2019-08-28', 7
'2019-08-29', 2
'2019-08-30', 1
'2019-08-31', 6
'2019-09-01', 7
'2019-09-02', 59
'2019-09-03', 4
'2019-09-04', 5
'2019-09-05', 13
'2019-09-06', 10
'2019-09-07', 29
'2019-09-08', 17
'2019-09-09', 12
'2019-09-10', 9
'2019-09-11', 12
'2019-09-12', 5
'2019-09-13', 9
'2019-09-14', 5
'2019-09-15', 7
'2019-09-16', 27
'2019-09-17', 7
'2019-09-18', 7
'2019-09-19', 1
'2019-09-20', 8
'2019-09-21', 7
'2019-09-22', 3
'2019-09-23', 6
'2019-09-24', 5
'2019-09-25', 9
'2019-09-26', 12
'2019-09-27', 11
'2019-09-28', 14
'2019-09-29', 3
'2019-09-30', 12
'2019-10-01', 9
'2019-10-02', 9
'2019-10-03', 4
'2019-10-04', 5
'2019-10-05', 4
'2019-10-06', 3
'2019-10-07', 5
'2019-10-08', 4
'2019-10-09', 3
'2019-10-10', 10
'2019-10-11', 4
'2019-10-12', 3
'2019-10-13', 9
'2019-10-14', 2
'2019-10-15', 4
'2019-10-16', 3
'2019-10-17', 9
'2019-10-18', 4
'2019-10-19', 8
'2019-10-20', 3
'2019-10-21', 6
'2019-10-22', 7
'2019-10-23', 6
'2019-10-24', 8
'2019-10-25', 13
'2019-10-26', 4
'2019-10-27', 6
'2019-10-28', 9
'2019-10-29', 4
'2019-10-30', 7
'2019-10-31', 3
'2019-11-01', 5
'2019-11-02', 4
'2019-11-03', 2
'2019-11-04', 13
'2019-11-05', 14
'2019-11-06', 7
'2019-11-07', 5
'2019-11-08', 11
'2019-11-09', 5
'2019-11-10', 8
'2019-11-11', 33
'2019-11-12', 8
'2019-11-13', 4
'2019-11-14', 34
'2019-11-15', 4
'2019-11-16', 4
'2019-11-17', 8
'2019-11-18', 2
'2019-11-19', 6
'2019-11-20', 5
'2019-11-21', 5
'2019-11-22', 1
'2019-11-23', 3
'2019-11-24', 4
'2019-11-25', 3
'2019-11-26', 0
'2019-11-27', 2
'2019-11-28', 1
'2019-11-29', 4
'2019-11-30', 2
'2019-12-01', 6
'2019-12-02', 4
'2019-12-03', 67
'2019-12-04', 5
'2019-12-05', 7
'2019-12-06', 4
'2019-12-07', 5
'2019-12-08', 2
'2019-12-09', 8
'2019-12-10', 11
'2019-12-11', 7
'2019-12-12', 1
'2019-12-13', 2
'2019-12-14', 6
'2019-12-15', 1
'2019-12-16', 4
'2019-12-17', 4
'2019-12-18', 1
'2019-12-19', 2
'2019-12-20', 7
'2019-12-21', 2
'2019-12-22', 9
'2019-12-23', 4
'2019-12-24', 6
'2019-12-25', 4
'2019-12-26', 6
'2019-12-27', 11
'2019-12-28', 6
'2019-12-29', 9
'2019-12-30', 8
'2019-12-31', 11
'2020-01-01', 6
'2020-01-02', 5
'2020-01-03', 0
'2020-01-04', 4
'2020-01-05', 3
'2020-01-06', 40
'2020-01-07', 7
'2020-01-08', 5
'2020-01-09', 6
'2020-01-10', 5
'2020-01-11', 5
'2020-01-12', 5
'2020-01-13', 12
'2020-01-14', 5
'2020-01-15', 4
