'2019-01-01', 0
'2019-01-02', 0
'2019-01-03', 1
'2019-01-04', 2
'2019-01-05', 2
'2019-01-06', 2
'2019-01-07', 1
'2019-01-08', 0
'2019-01-09', 0
'2019-01-10', 33
'2019-01-11', 56
'2019-01-12', 95
'2019-01-13', 30
'2019-01-14', 65
'2019-01-15', 29
'2019-01-16', 7
'2019-01-17', 4
'2019-01-18', 9
'2019-01-19', 1
'2019-01-20', 2
'2019-01-21', 1
'2019-01-22', 1
'2019-01-23', 3
'2019-01-24', 4
'2019-01-25', 6
'2019-01-26', 0
'2019-01-27', 2
'2019-01-28', 2
'2019-01-29', 2
'2019-01-30', 1
'2019-01-31', 4
'2019-02-01', 0
'2019-02-02', 1
'2019-02-03', 3
'2019-02-04', 3
'2019-02-05', 1
'2019-02-06', 0
'2019-02-07', 1
'2019-02-08', 0
'2019-02-09', 1
'2019-02-10', 0
'2019-02-11', 1
'2019-02-12', 0
'2019-02-13', 1
'2019-02-14', 0
'2019-02-15', 0
'2019-02-16', 2
'2019-02-17', 0
'2019-02-18', 0
'2019-02-19', 2
'2019-02-20', 5
'2019-02-21', 0
'2019-02-22', 0
'2019-02-23', 0
'2019-02-24', 1
'2019-02-25', 0
'2019-02-26', 0
'2019-02-27', 3
'2019-02-28', 1
'2019-03-01', 1
'2019-03-02', 0
'2019-03-03', 1
'2019-03-04', 1
'2019-03-05', 0
'2019-03-06', 5
'2019-03-07', 4
'2019-03-08', 0
'2019-03-09', 0
'2019-03-10', 0
'2019-03-11', 0
'2019-03-12', 0
'2019-03-13', 0
'2019-03-14', 0
'2019-03-15', 0
'2019-03-16', 0
'2019-03-17', 2
'2019-03-18', 1
'2019-03-19', 0
'2019-03-20', 0
'2019-03-21', 1
'2019-03-22', 1
'2019-03-23', 0
'2019-03-24', 0
'2019-03-25', 0
'2019-03-26', 1
'2019-03-27', 2
'2019-03-28', 1
'2019-03-29', 1
'2019-03-30', 0
'2019-03-31', 0
'2019-04-01', 0
'2019-04-02', 1
'2019-04-03', 1
'2019-04-04', 0
'2019-04-05', 0
'2019-04-06', 0
'2019-04-07', 20
'2019-04-08', 5
'2019-04-09', 7
'2019-04-10', 2
'2019-04-11', 2
'2019-04-12', 2
'2019-04-13', 2
'2019-04-14', 0
'2019-04-15', 1
'2019-04-16', 1
'2019-04-17', 1
'2019-04-18', 28
'2019-04-19', 31
'2019-04-20', 5
'2019-04-21', 4
'2019-04-22', 5
'2019-04-23', 3
'2019-04-24', 3
'2019-04-25', 152
'2019-04-26', 81
'2019-04-27', 28
'2019-04-28', 8
'2019-04-29', 6
'2019-04-30', 20
'2019-05-01', 7
'2019-05-02', 5
'2019-05-03', 6
'2019-05-04', 3
'2019-05-05', 4
'2019-05-06', 34
'2019-05-07', 8
'2019-05-08', 4
'2019-05-09', 3
'2019-05-10', 4
'2019-05-11', 3
'2019-05-12', 2
'2019-05-13', 0
'2019-05-14', 2
'2019-05-15', 1
'2019-05-16', 38
'2019-05-17', 19
'2019-05-18', 10
'2019-05-19', 0
'2019-05-20', 6
'2019-05-21', 6
'2019-05-22', 1
'2019-05-23', 2
'2019-05-24', 0
'2019-05-25', 3
'2019-05-26', 0
'2019-05-27', 3
'2019-05-28', 4
'2019-05-29', 27
'2019-05-30', 23
'2019-05-31', 12
'2019-06-01', 22
'2019-06-02', 21
'2019-06-03', 17
'2019-06-04', 6
'2019-06-05', 2
'2019-06-06', 2
'2019-06-07', 0
'2019-06-08', 7
'2019-06-09', 2
'2019-06-10', 1
'2019-06-11', 1
'2019-06-12', 28
'2019-06-13', 22
'2019-06-14', 7
'2019-06-15', 1
'2019-06-16', 1
'2019-06-17', 2
'2019-06-18', 3
'2019-06-19', 1
'2019-06-20', 5
'2019-06-21', 5
'2019-06-22', 1
'2019-06-23', 1
'2019-06-24', 1
'2019-06-25', 6
'2019-06-26', 5
'2019-06-27', 2
'2019-06-28', 3
'2019-06-29', 2
'2019-06-30', 0
'2019-07-01', 0
'2019-07-02', 4
'2019-07-03', 79
'2019-07-04', 88
'2019-07-05', 69
'2019-07-06', 45
'2019-07-07', 33
'2019-07-08', 78
'2019-07-09', 23
'2019-07-10', 13
'2019-07-11', 7
'2019-07-12', 5
'2019-07-13', 9
'2019-07-14', 4
'2019-07-15', 6
'2019-07-16', 17
'2019-07-17', 7
'2019-07-18', 19
'2019-07-19', 6
'2019-07-20', 4
'2019-07-21', 0
'2019-07-22', 0
'2019-07-23', 1
'2019-07-24', 2
'2019-07-25', 3
'2019-07-26', 2
'2019-07-27', 1
'2019-07-28', 1
'2019-07-29', 7
'2019-07-30', 1
'2019-07-31', 1
'2019-08-01', 1
'2019-08-02', 1
'2019-08-03', 1
'2019-08-04', 1
'2019-08-05', 1
'2019-08-06', 4
'2019-08-07', 2
'2019-08-08', 2
'2019-08-09', 5
'2019-08-10', 1
'2019-08-11', 0
'2019-08-12', 2
'2019-08-13', 3
'2019-08-14', 0
'2019-08-15', 0
'2019-08-16', 1
'2019-08-17', 0
'2019-08-18', 0
'2019-08-19', 0
'2019-08-20', 0
'2019-08-21', 2
'2019-08-22', 2
'2019-08-23', 3
'2019-08-24', 4
'2019-08-25', 0
'2019-08-26', 1
'2019-08-27', 31
'2019-08-28', 40
'2019-08-29', 35
'2019-08-30', 7
'2019-08-31', 6
'2019-09-01', 4
'2019-09-02', 4
'2019-09-03', 4
'2019-09-04', 5
'2019-09-05', 5
'2019-09-06', 3
'2019-09-07', 1
'2019-09-08', 0
'2019-09-09', 1
'2019-09-10', 1
'2019-09-11', 4
'2019-09-12', 0
'2019-09-13', 2
'2019-09-14', 0
'2019-09-15', 3
'2019-09-16', 1
'2019-09-17', 1
'2019-09-18', 1
'2019-09-19', 2
'2019-09-20', 5
'2019-09-21', 0
'2019-09-22', 2
'2019-09-23', 0
'2019-09-24', 2
'2019-09-25', 1
'2019-09-26', 1
'2019-09-27', 4
'2019-09-28', 1
'2019-09-29', 1
'2019-09-30', 0
'2019-10-01', 0
'2019-10-02', 4
'2019-10-03', 7
'2019-10-04', 9
'2019-10-05', 3
'2019-10-06', 1
'2019-10-07', 4
